id	english_technical_name	arabic_technical_name	arabic_layperson_synonym	arabic_definition
HP:6000251	Small intestinal intraepithelial lymphocytosis	تسرب لمفاوي داخل ظهاري في الأمعاء الدقيقة	زيادة الخلايا الليمفاوية في بطانة الأمعاء الدقيقة	عدد الخلايا الليمفاوية الموجودة في الطبقة الظهارية لبطانة الأمعاء الدقيقة فوق الحد الأعلى للطبيعي.
HP:0025637	Vasospasm	تشنج الأوعية الدموية	تشنج الأوعية	تضيق في الشريان نتيجة انقباض الأوعية الدموية.
HP:0025638	Elevated urinary N-butyrylglycine	ارتفاع مستوى ن-بوتيريل جليسين في البول	زيادة ن-بوتيريل جليسين في البول	زيادة في مستوى ن-بوتيريل جليسين في البول.
HP:0025639	Increased urinary zinc level	زيادة مستوى الزنك في البول	زيادة الزنك في البول	زيادة غير طبيعية في كمية الزنك في البول، وعادة ما يتم تقييمها عن طريق جمع البول لمدة 24 ساعة.
HP:0025640	Abnormal urinary mineral level	مستوى غير طبيعي للمعادن في البول	مستوى غير طبيعي للمعادن في البول	تركيز أو كمية غير طبيعية لأحد المعادن في البول. تشمل المعادن ذات الصلة الطبية الكالسيوم، الفوسفور، البوتاسيوم، الصوديوم، الكلوريد، المغنيسيوم، الحديد، الزنك، اليود، الكروم، النحاس، الفلوريد، الموليبدينوم، المنغنيز، والسيلينيوم.
HP:0025641	Elevated circulating glycolate concentration	ارتفاع تركيز الجليكولات في الدورة الدموية	زيادة الجليكولات في الدم	تركيز الجليكولات في الدورة الدموية أعلى من الحد الطبيعي.
HP:0025643	Tarlov cyst	كيسة تارلوف	كيسة مملوءة بسائل في العمود الفقري	كيسة مملوءة بالسائل النخاعي موجودة عند جذور الأعصاب وغالبًا ما تتركز في العمود الفقري العجزي.
HP:0025644	Fixation-off epileptiform discharges	تفريغات صرعية متغيرة عند تثبيت النظر	تغير في نشاط الدماغ أثناء إغلاق العينين	تتميز حساسيات التثبيت بتفريغات صرعية تحدث في المناطق الخلفية أو العامة من الدماغ بشكل منتظم عند إلغاء الرؤية المركزية، مثل إغلاق العينين، الظلام الدامس، أو تحفيز جانزفيلد المعدل. يتكون نمط تخطيط كهربية الدماغ عادة من قمم، قمم متعددة وموجات ذات إنتشار في المناطق القذالية (ثنائية أو أحادية الجانب) أو تفريغات معممة. يثبط هذا النمط عادة بالتثبيت البصري أو مشاهدة أنماط أو تحفيز ضوئي متقطع.
HP:0025646	Bilateral polymicrogyria	تعدد التلافيف الدماغية الثنائي	زيادة التلافيف الدماغية	تعدد التلافيف الدماغية يؤثر على القشرة الدماغية بشكل كامل أو جزئي في كلا نصفي الكرة المخية.
HP:0025647	Steroid-sensitive nephrotic syndrome	متلازمة الكُلَى الحساسة للكورتيكوستيرويد	المتلازمة الكلوية القابلة للعلاج بالستيرويدات	نوع من المتلازمة الكلوية يتم فيه تحقيق الشفاء التام (فحص ألبومين البول سالب أو مؤقت أو بروتينية أقل من 4 مجم/م2/يوم أو نسبة بروتين إلى كرياتينين في البول أقل من 200 مجم/جم لأربعة أيام متتالية) خلال 4 أسابيع الأولى من علاج الكورتيكوستيرويد.
HP:0025648	Steroid-sensitive nephrotic syndrome with infrequent relapses	متلازمة الكُلَى الحساسة للكورتيكوستيرويد مع الانتكاس النادر	المتلازمة الكلوية القابلة للعلاج بالستيرويدات مع ندرة الانتكاس	نوع من المتلازمة الكلوية الحساسة للكورتيكوستيرويد تحدث فيه الانتكاسات بتواتر انتكاسة واحدة على الأقل (فحص ألبومين البول على الأقل 3+ أو بروتينية تزيد عن 40 مجم/م2/يوم أو نسبة بروتين إلى كرياتينين في البول على الأقل 2000 مجم/جم لأربعة أيام متتالية) خلال 6 أشهر من الاستجابة الأولية، أو انتكاسة إلى ثلاث انتكاسات في أي فترة 12 شهرًا.
HP:6001265	Localized to the lower eyelid	متمركز في الجفن السفلي	مرتكز في الجفن السفلي	وصف يشير إلى أن حالة أو آفة أو تشوه محصور في الجفن السفلي. قد تكون هذه المركزية مهمة لمختلف حالات العين، بما في ذلك العدوى أو التشوهات الهيكلية أو الأمراض الجلدية التي تؤثر على منطقة الجفن السفلي.
HP:6001266	Localized to eyelid	متمركز في الجفن	مرتكز في الجفن	ينطبق هذا المصطلح على تشوه يقع في الجفن.
HP:6001267	Halo vision	رؤية الهالة	رؤية الهالة	ظاهرة بصرية تتميز بإدراك حلقات مضيئة أو هالات تحيط بمصادر الضوء. غالبًا ما ترتبط رؤية الهالة بالشذوذات البصرية مثل وذمة القرنية أو إعتام عدسة العين أو مضاعفات العدسة داخل العين. قد يحدث أيضًا في حالات تؤثر على فيلم الدموع أو بسبب وجود توهج ناتج عن تشتت الضوء داخل وسائل العين.
HP:6001268	Hematospermia	الدم في السائل المنوي	دم في السائل المنوي	وجود دم في السائل المنوي.
HP:6001269	Choledocholithiasis	تحصى القناة الصفراوية المشتركة	حصوات في القناة الصفراوية	تحصى القناة الصفراوية المشتركة هو وجود حصوات داخل القناة الصفراوية المشتركة.
HP:6001270	Axillary nerve distribution	توزيع العصب الإبطي	اشكال في العصب الإبطي	تنميل في الجانب الوحشي من الكتف والذراع العلوي. ضعف في تبعيد الكتف (العضلة الدالية) والدوران الخارجي للكتف (العضلة المدورة الصغيرة).
HP:6001271	Pelvic ring fracture	كسر في حلقة الحوض	كسر الحوض	تصوير بالأشعة السينية للحوض (عرض أمامي، ومدخل ومخرج) يبين كسر في حلقة الحوض، بما في ذلك جناح الحرقفة (الحرقف)، أو فرع العانة العلوي أو السفلي، أو الإسك، و/أو إزاحة في الارتفاق العاني أو المفاصل العجزية الحرقفية.
HP:6001272	Scapulothoracic dissociation	انفصال لوح الكتف الضلعي	انفصال لوح الكتف	إصابة تتكون من لوح كتف مرزح بالجناح الجانبي مع انفصال مفصل الأخرم الترقوي الموجود في نفس الجانب، وتدمر الأوعية الترقوية تحت الكتف والضفيرة العضدية الموجودة بنفس الجهة، مع الحفاظ على الجلد الخارجي سليماً.
